#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2019 10 19 20 30 190  3.6  5.7    MM    MM    MM  MM 1019.2  15.4  14.2    MM   MM   MM    MM
2019 10 19 20 24 200  2.6  4.1    MM    MM    MM  MM 1019.4  15.6  14.2    MM   MM   MM    MM
2019 10 19 20 18 220  3.1  6.7    MM    MM    MM  MM 1019.3  15.6  14.2    MM   MM   MM    MM
2019 10 19 20 12 210  3.1  4.6    MM    MM    MM  MM 1019.3  15.6  14.3    MM   MM   MM    MM
2019 10 19 20 06 220  3.6  5.1    MM    MM    MM  MM 1019.3  15.5  14.3    MM   MM   MM    MM
2019 10 19 20 00 210  2.1  5.7    MM    MM    MM  MM 1019.4    MM    MM    MM   MM -0.3    MM
2019 10 19 19 54 210  3.6  5.1    MM    MM    MM  MM 1019.4  15.4  14.3    MM   MM   MM    MM
2019 10 19 19 48 250  1.5  6.2    MM    MM    MM  MM 1019.4  15.4  14.3    MM   MM   MM    MM
2019 10 19 19 42 230  3.6  6.2    MM    MM    MM  MM 1019.4  15.1  14.4    MM   MM   MM    MM
2019 10 19 19 36 270  3.1  4.6    MM    MM    MM  MM 1019.6  15.0  14.4    MM   MM   MM    MM
2019 10 19 19 30 230  2.1  4.6    MM    MM    MM  MM 1019.6  14.8  14.3    MM   MM   MM    MM
2019 10 19 19 24 210  3.1  4.1    MM    MM    MM  MM 1019.6  14.7  14.3    MM   MM   MM    MM
2019 10 19 19 18 250  2.6  4.1    MM    MM    MM  MM 1019.8  14.7  14.3    MM   MM   MM    MM
2019 10 19 19 12 280  2.1  5.1    MM    MM    MM  MM 1020.1  14.6  14.3    MM   MM   MM    MM
2019 10 19 19 06 290  3.1  4.6    MM    MM    MM  MM 1020.1  14.8  14.3    MM   MM   MM    MM
2019 10 19 19 00 240  3.1  4.6    MM    MM    MM  MM 1019.9  14.9  14.3    MM   MM   MM    MM
2019 10 19 18 54 230  2.1  4.6    MM    MM    MM  MM 1020.1  15.0  14.3    MM   MM   MM    MM
2019 10 19 18 48 270  3.1  4.6    MM    MM    MM  MM 1020.1  15.1  14.3    MM   MM   MM    MM
2019 10 19 18 42 250  2.1  4.6    MM    MM    MM  MM 1020.1  15.0  14.3    MM   MM   MM    MM
2019 10 19 18 36 270  1.5  4.6    MM    MM    MM  MM 1020.0  14.8  14.3    MM   MM   MM    MM
2019 10 19 18 30 250  2.6  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 10 19 18 24 220  3.1  4.6    MM    MM    MM  MM 1020.5  14.9  14.3    MM   MM   MM    MM
2019 10 19 18 18 230  2.1  4.1    MM    MM    MM  MM 1020.4  15.1  14.3    MM   MM   MM    MM
2019 10 19 18 12 240  2.6  4.1    MM    MM    MM  MM 1020.6  15.0  14.3    MM   MM   MM    MM
2019 10 19 18 06 210  3.1  5.1    MM    MM    MM  MM 1020.4  14.9  14.3    MM   MM   MM    MM
2019 10 19 18 00 230  2.6  4.6    MM    MM    MM  MM 1020.5  14.9  14.3    MM   MM   MM    MM
2019 10 19 17 54 280  2.1  4.1    MM    MM    MM  MM 1020.5  14.9  14.4    MM   MM   MM    MM
2019 10 19 17 48 270  3.1  5.1    MM    MM    MM  MM 1020.4  14.9  14.3    MM   MM   MM    MM
2019 10 19 17 42 250  2.1  4.6    MM    MM    MM  MM 1020.4  15.2  14.3    MM   MM   MM    MM
2019 10 19 17 36 240  3.6  4.6    MM    MM    MM  MM 1020.2  15.2  14.3    MM   MM   MM    MM
2019 10 19 17 30 250  3.6  5.7    MM    MM    MM  MM 1020.2  15.2  14.3    MM   MM   MM    MM
2019 10 19 17 24 250  2.1  4.1    MM    MM    MM  MM 1020.1  15.5  14.4    MM   MM   MM    MM
2019 10 19 17 18 220  2.6  4.1    MM    MM    MM  MM 1020.1  15.5  14.4    MM   MM   MM    MM
2019 10 19 17 12 270  1.0  2.6    MM    MM    MM  MM 1020.1  15.3  14.4    MM   MM   MM    MM
2019 10 19 17 06 230  2.6  4.1    MM    MM    MM  MM 1019.9  15.0  14.3    MM   MM   MM    MM
2019 10 19 17 00 210  2.6  4.1    MM    MM    MM  MM 1019.7  14.9  14.3    MM   MM   MM    MM
2019 10 19 16 54 230  1.5  3.1    MM    MM    MM  MM 1019.8  14.8  14.3    MM   MM   MM    MM
2019 10 19 16 48 230  1.5  3.6    MM    MM    MM  MM 1020.0  14.6  14.3    MM   MM   MM    MM
2019 10 19 16 42 260  2.6  3.6    MM    MM    MM  MM 1020.0  14.5  14.3    MM   MM   MM    MM
2019 10 19 16 36 240  2.1  3.1    MM    MM    MM  MM 1020.0  14.4  14.3    MM   MM   MM    MM
2019 10 19 16 30 260  1.5  2.6    MM    MM    MM  MM 1020.1  14.1  14.3    MM   MM   MM    MM
2019 10 19 16 24 340  1.0  1.5    MM    MM    MM  MM 1019.9  13.8  14.2    MM   MM   MM    MM
2019 10 19 16 18  30  1.0  1.5    MM    MM    MM  MM 1019.8  13.9  14.2    MM   MM   MM    MM
2019 10 19 16 12  MM  0.0  0.5    MM    MM    MM  MM 1019.6  13.9  14.2    MM   MM   MM    MM
2019 10 19 16 06  MM  0.0  0.5    MM    MM    MM  MM 1019.6  13.7  14.1    MM   MM   MM    MM
2019 10 19 16 00  MM  0.0  0.5    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 10 19 15 54  90  1.0  1.5    MM    MM    MM  MM 1019.6  13.4  14.0    MM   MM   MM    MM
2019 10 19 15 48  50  1.0  1.5    MM    MM    MM  MM 1019.5  13.5  13.9    MM   MM   MM    MM
2019 10 19 15 42 340  1.0  1.5    MM    MM    MM  MM 1019.7  13.5  13.9    MM   MM   MM    MM
2019 10 19 15 36 100  0.5  1.5    MM    MM    MM  MM 1019.6  13.3  13.8    MM   MM   MM    MM
2019 10 19 15 30 100  1.0  1.0    MM    MM    MM  MM 1019.7  13.3  13.8    MM   MM   MM    MM
2019 10 19 15 24 170  0.5  1.5    MM    MM    MM  MM 1019.7  13.4  13.8    MM   MM   MM    MM
2019 10 19 15 18 150  1.5  3.1    MM    MM    MM  MM 1019.7  13.3  13.8    MM   MM   MM    MM
2019 10 19 15 12  90  2.1  2.6    MM    MM    MM  MM 1019.7  13.3  13.8    MM   MM   MM    MM
2019 10 19 15 06 240  2.1  4.1    MM    MM    MM  MM 1019.6  13.4  13.8    MM   MM   MM    MM
2019 10 19 15 00 260  3.1  4.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 10 19 14 54 260  3.1  4.6    MM    MM    MM  MM 1019.4  13.2  13.8    MM   MM   MM    MM
2019 10 19 14 48 260  3.1  5.1    MM    MM    MM  MM 1019.3  13.1  13.8    MM   MM   MM    MM
2019 10 19 14 42 260  2.6  3.6    MM    MM    MM  MM 1019.3  13.0  13.8    MM   MM   MM    MM
2019 10 19 14 36 260  3.1  3.6    MM    MM    MM  MM 1019.1  12.9  13.8    MM   MM   MM    MM
2019 10 19 14 30 260  3.1  4.1    MM    MM    MM  MM 1019.2  12.9  13.8    MM   MM   MM    MM
2019 10 19 14 24 250  2.6  3.6    MM    MM    MM  MM 1019.1  12.9  13.8    MM   MM   MM    MM
2019 10 19 14 18 270  2.6  3.1    MM    MM    MM  MM 1019.2  12.9  13.8    MM   MM   MM    MM
2019 10 19 14 12 250  2.1  3.1    MM    MM    MM  MM 1019.1  12.8  13.8    MM   MM   MM    MM
2019 10 19 14 06 280  1.5  3.6    MM    MM    MM  MM 1019.1  12.7  13.8    MM   MM   MM    MM
2019 10 19 14 00 230  2.1  2.6    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 10 19 13 54 230  1.0  2.6    MM    MM    MM  MM 1018.7  12.4  13.8    MM   MM   MM    MM
2019 10 19 13 48 250  1.5  2.6    MM    MM    MM  MM 1018.5  12.4  13.8    MM   MM   MM    MM
2019 10 19 13 42 220  1.0  2.1    MM    MM    MM  MM 1018.6  12.4  13.9    MM   MM   MM    MM
2019 10 19 13 36 220  1.5  2.1    MM    MM    MM  MM 1018.5  12.4  14.0    MM   MM   MM    MM
2019 10 19 13 30  MM  0.0  2.6    MM    MM    MM  MM 1018.5  12.6  14.0    MM   MM   MM    MM
2019 10 19 13 24 300  1.0  2.6    MM    MM    MM  MM 1018.5  12.7  14.0    MM   MM   MM    MM
2019 10 19 13 18 250  2.1  3.1    MM    MM    MM  MM 1018.5  12.6  14.0    MM   MM   MM    MM
2019 10 19 13 12 270  2.1  3.6    MM    MM    MM  MM 1018.5  12.6  14.0    MM   MM   MM    MM
2019 10 19 13 06 240  3.1  6.7    MM    MM    MM  MM 1018.5  12.6  14.0    MM   MM   MM    MM
2019 10 19 13 00 240  4.1  6.7    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 10 19 12 54 240  3.6  4.6    MM    MM    MM  MM 1018.7  12.6  14.1    MM   MM   MM    MM
2019 10 19 12 48 250  4.1  5.7    MM    MM    MM  MM 1018.6  12.6  14.1    MM   MM   MM    MM
2019 10 19 12 42 260  4.1  6.2    MM    MM    MM  MM 1018.6  12.5  14.1    MM   MM   MM    MM
2019 10 19 12 36 240  3.6  5.7    MM    MM    MM  MM 1018.1  12.5  14.1    MM   MM   MM    MM
2019 10 19 12 30 240  2.1  5.1    MM    MM    MM  MM 1018.3  12.4  14.1    MM   MM   MM    MM
2019 10 19 12 24 250  1.5  3.6    MM    MM    MM  MM 1018.7  12.4  14.1    MM   MM   MM    MM
2019 10 19 12 18 270  1.5  2.1    MM    MM    MM  MM 1018.9  12.3  14.1    MM   MM   MM    MM
2019 10 19 12 12 180  0.5  2.1    MM    MM    MM  MM 1018.8  12.2  14.1    MM   MM   MM    MM
2019 10 19 12 06 150  0.5  1.5    MM    MM    MM  MM 1018.7  12.3  14.1    MM   MM   MM    MM
2019 10 19 12 00  90  1.0  1.5    MM    MM    MM  MM 1018.7  12.1  14.1    MM   MM +0.0    MM
2019 10 19 11 54 130  1.0  1.5    MM    MM    MM  MM 1018.7  12.1  14.1    MM   MM   MM    MM
2019 10 19 11 48 120  1.0  2.1    MM    MM    MM  MM 1018.5  12.0  14.2    MM   MM   MM    MM
2019 10 19 11 42 170  1.5  2.1    MM    MM    MM  MM 1018.5  12.1  14.2    MM   MM   MM    MM
2019 10 19 11 36 140  1.0  2.1    MM    MM    MM  MM 1018.6  12.2  14.2    MM   MM   MM    MM
2019 10 19 11 30 210  1.5  3.1    MM    MM    MM  MM 1018.5  12.2  14.2    MM   MM   MM    MM
2019 10 19 11 24 230  2.6  3.6    MM    MM    MM  MM 1018.5  12.3  14.2    MM   MM   MM    MM
2019 10 19 11 18 220  1.5  3.6    MM    MM    MM  MM 1018.7  12.4  14.2    MM   MM   MM    MM
2019 10 19 11 12 230  3.6  6.2    MM    MM    MM  MM 1018.7  12.5  14.2    MM   MM   MM    MM
2019 10 19 11 06 240  4.1  6.2    MM    MM    MM  MM 1018.5  12.4  14.2    MM   MM   MM    MM
2019 10 19 11 00 230  3.1  4.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 10 19 10 54 220  2.6  4.1    MM    MM    MM  MM 1018.6  12.2  14.2    MM   MM   MM    MM
2019 10 19 10 48 220  2.6  3.1    MM    MM    MM  MM 1018.5  12.0  14.2    MM   MM   MM    MM
2019 10 19 10 42 210  2.6  4.1    MM    MM    MM  MM 1018.5  12.2  14.2    MM   MM   MM    MM
2019 10 19 10 36 220  2.6  3.1    MM    MM    MM  MM 1018.8  12.2  14.3    MM   MM   MM    MM
2019 10 19 10 30 200  1.5  3.1    MM    MM    MM  MM 1018.8  12.1  14.3    MM   MM   MM    MM
2019 10 19 10 24 210  2.1  3.1    MM    MM    MM  MM 1018.8  12.3  14.3    MM   MM   MM    MM
2019 10 19 10 18 220  1.0  2.6    MM    MM    MM  MM 1018.8  12.4  14.3    MM   MM   MM    MM
2019 10 19 10 12 230  1.5  3.1    MM    MM    MM  MM 1018.7  12.5  14.4    MM   MM   MM    MM
2019 10 19 10 06 230  2.6  3.6    MM    MM    MM  MM 1018.6  12.5  14.5    MM   MM   MM    MM
2019 10 19 10 00 220  2.6  4.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 10 19 09 54 230  2.6  3.6    MM    MM    MM  MM 1018.4  12.3  14.7    MM   MM   MM    MM
2019 10 19 09 48 220  2.1  3.6    MM    MM    MM  MM 1018.5  12.2  14.8    MM   MM   MM    MM
2019 10 19 09 42 220  2.1  3.1    MM    MM    MM  MM 1018.6  12.3  15.0    MM   MM   MM    MM
2019 10 19 09 36 220  2.1  4.6    MM    MM    MM  MM 1018.5  12.4  15.0    MM   MM   MM    MM
2019 10 19 09 30 220  3.1  4.1    MM    MM    MM  MM 1018.5  12.3  15.0    MM   MM   MM    MM
2019 10 19 09 24 240  2.1  3.1    MM    MM    MM  MM 1018.6  12.1  15.0    MM   MM   MM    MM
2019 10 19 09 18 240  1.5  2.6    MM    MM    MM  MM 1018.6  12.0  14.9    MM   MM   MM    MM
2019 10 19 09 12 220  2.1  2.6    MM    MM    MM  MM 1018.6  11.9  14.9    MM   MM   MM    MM
2019 10 19 09 06 170  0.5  1.0    MM    MM    MM  MM 1018.7  11.9  14.9    MM   MM   MM    MM
2019 10 19 09 00 160  0.5  2.1    MM    MM    MM  MM 1018.8  12.0  14.9    MM   MM +0.0    MM
2019 10 19 08 54 200  1.0  2.6    MM    MM    MM  MM 1018.7  12.1  14.9    MM   MM   MM    MM
2019 10 19 08 48 220  1.5  3.1    MM    MM    MM  MM 1018.7  12.4  14.9    MM   MM   MM    MM
2019 10 19 08 42 220  2.6  3.6    MM    MM    MM  MM 1018.7  12.4  14.8    MM   MM   MM    MM
2019 10 19 08 36 210  2.6  4.1    MM    MM    MM  MM 1018.6  12.5  14.8    MM   MM   MM    MM
2019 10 19 08 30 220  3.1  5.1    MM    MM    MM  MM 1018.5  12.4  14.9    MM   MM   MM    MM
2019 10 19 08 24 230  3.6  4.6    MM    MM    MM  MM 1018.5  12.4  14.8    MM   MM   MM    MM
2019 10 19 08 18 230  3.1  4.6    MM    MM    MM  MM 1018.5  12.4  14.8    MM   MM   MM    MM
2019 10 19 08 12 230  3.1  5.1    MM    MM    MM  MM 1018.5  12.5  14.8    MM   MM   MM    MM
2019 10 19 08 06 240  2.6  4.6    MM    MM    MM  MM 1018.7  12.6  14.8    MM   MM   MM    MM
2019 10 19 08 00 240  2.6  4.1    MM    MM    MM  MM 1018.8  12.6  14.8    MM   MM +0.3    MM
2019 10 19 07 54 240  2.6  4.1    MM    MM    MM  MM 1018.9  12.7  14.8    MM   MM   MM    MM
2019 10 19 07 48 220  2.1  3.1    MM    MM    MM  MM 1019.0  12.5  14.8    MM   MM   MM    MM
2019 10 19 07 42 220  2.6  3.1    MM    MM    MM  MM 1018.9  12.4  14.8    MM   MM   MM    MM
2019 10 19 07 36 220  1.5  2.6    MM    MM    MM  MM 1018.9  12.2  14.8    MM   MM   MM    MM
2019 10 19 07 30 200  2.1  2.6    MM    MM    MM  MM 1018.9  12.2  14.8    MM   MM   MM    MM
2019 10 19 07 24 200  2.6  2.6    MM    MM    MM  MM 1018.9  12.4  14.9    MM   MM   MM    MM
2019 10 19 07 18 200  2.1  4.1    MM    MM    MM  MM 1018.8  12.5  14.9    MM   MM   MM    MM
2019 10 19 07 12 210  3.1  4.1    MM    MM    MM  MM 1018.8  12.6  14.9    MM   MM   MM    MM
2019 10 19 07 06 230  3.1  4.6    MM    MM    MM  MM 1018.9  12.6  14.9    MM   MM   MM    MM
2019 10 19 07 00 240  1.0  2.1    MM    MM    MM  MM 1018.9  12.5  14.8    MM   MM +0.7    MM
2019 10 19 06 54 220  1.5  2.1    MM    MM    MM  MM 1018.7  12.5  14.8    MM   MM   MM    MM
2019 10 19 06 48 190  1.5  2.1    MM    MM    MM  MM 1018.5  12.6  14.8    MM   MM   MM    MM
2019 10 19 06 42 190  1.0  1.5    MM    MM    MM  MM 1018.5    MM  14.8    MM   MM   MM    MM
2019 10 19 06 36 190  1.0  2.1    MM    MM    MM  MM 1018.6  12.9  14.8    MM   MM   MM    MM
2019 10 19 06 30 210  2.1  3.6    MM    MM    MM  MM 1018.8  13.0  14.8    MM   MM   MM    MM
2019 10 19 06 24 240  2.6  4.6    MM    MM    MM  MM 1018.9  13.1  14.8    MM   MM   MM    MM
2019 10 19 06 18 240  2.1  4.1    MM    MM    MM  MM 1018.9  13.1  14.8    MM   MM   MM    MM
2019 10 19 06 12 230  3.1  4.1    MM    MM    MM  MM 1018.8  13.0  14.8    MM   MM   MM    MM
2019 10 19 06 06 240  2.6  4.6    MM    MM    MM  MM 1018.8  13.0  14.8    MM   MM   MM    MM
2019 10 19 06 00 240  3.1  4.6    MM    MM    MM  MM 1018.7  13.0  14.7    MM   MM +0.6    MM
2019 10 19 05 54 230  3.1  5.1    MM    MM    MM  MM 1018.7  13.1  14.6    MM   MM   MM    MM
2019 10 19 05 48 230  3.1  4.6    MM    MM    MM  MM 1018.8  13.1  14.6    MM   MM   MM    MM
2019 10 19 05 42 220  2.6  4.6    MM    MM    MM  MM 1018.7    MM    MM    MM   MM   MM    MM
2019 10 19 05 36 230  3.6  4.6    MM    MM    MM  MM 1018.7    MM    MM    MM   MM   MM    MM
2019 10 19 05 30 230  3.1  4.6    MM    MM    MM  MM 1018.7    MM    MM    MM   MM   MM    MM
2019 10 19 05 24 230  2.6  3.6    MM    MM    MM  MM 1018.8  13.0  13.8    MM   MM   MM    MM
2019 10 19 05 18 240  2.6  4.1    MM    MM    MM  MM 1018.7  13.1  13.8    MM   MM   MM    MM
2019 10 19 05 12 240  3.1  4.6    MM    MM    MM  MM 1018.6  13.1  13.8    MM   MM   MM    MM
2019 10 19 05 06 230  3.1  5.1    MM    MM    MM  MM 1018.6  13.2  13.7    MM   MM   MM    MM
2019 10 19 05 00 240  3.6  6.2    MM    MM    MM  MM 1018.5  13.2  13.7    MM   MM +0.7    MM
2019 10 19 04 54 240  4.1  5.7    MM    MM    MM  MM 1018.4  13.1  13.7    MM   MM   MM    MM
2019 10 19 04 48 240  3.6  6.2    MM    MM    MM  MM 1018.4  13.2  13.7    MM   MM   MM    MM
2019 10 19 04 42 240  4.1  6.2    MM    MM    MM  MM 1018.4  13.3  13.7    MM   MM   MM    MM
2019 10 19 04 36 240  4.1  5.7    MM    MM    MM  MM 1018.4  13.3  13.7    MM   MM   MM    MM
2019 10 19 04 30 240  3.1  5.7    MM    MM    MM  MM 1018.4  13.3  13.7    MM   MM   MM    MM
2019 10 19 04 24 230  3.6  5.1    MM    MM    MM  MM 1018.3  13.4  13.6    MM   MM   MM    MM
2019 10 19 04 18 240  3.6  5.7    MM    MM    MM  MM 1018.3  13.4  13.6    MM   MM   MM    MM
2019 10 19 04 12 250  3.6  5.1    MM    MM    MM  MM 1018.3  13.4  13.5    MM   MM   MM    MM
2019 10 19 04 06 250  4.1  6.2    MM    MM    MM  MM 1018.2  13.4  13.4    MM   MM   MM    MM
2019 10 19 04 00 260  4.6  6.2    MM    MM    MM  MM 1018.2  13.4  13.4    MM   MM +0.0    MM
2019 10 19 03 54 250  3.1  6.2    MM    MM    MM  MM 1018.2  13.4  13.4    MM   MM   MM    MM
2019 10 19 03 48 250  5.1  6.2    MM    MM    MM  MM 1018.2  13.3  13.4    MM   MM   MM    MM
2019 10 19 03 42 260  4.1  6.2    MM    MM    MM  MM 1018.2  13.3  13.4    MM   MM   MM    MM
2019 10 19 03 36 240  2.6  5.1    MM    MM    MM  MM 1018.3  13.3  13.4    MM   MM   MM    MM
2019 10 19 03 30 260  2.1  4.6    MM    MM    MM  MM 1018.2  13.3  13.4    MM   MM   MM    MM
2019 10 19 03 24 240  3.1  5.1    MM    MM    MM  MM 1018.2  13.3  13.4    MM   MM   MM    MM
2019 10 19 03 18 250  3.1  5.1    MM    MM    MM  MM 1018.2  13.3  13.4    MM   MM   MM    MM
2019 10 19 03 12 260  3.1  4.6    MM    MM    MM  MM 1018.1  13.3  13.4    MM   MM   MM    MM
2019 10 19 03 06 240  2.6  5.7    MM    MM    MM  MM 1018.1  13.3  13.4    MM   MM   MM    MM
2019 10 19 03 00 240  3.1  5.1    MM    MM    MM  MM 1018.1  13.3  13.4    MM   MM -0.0    MM
2019 10 19 02 54 250  3.1  5.1    MM    MM    MM  MM 1018.1  13.4  13.4    MM   MM   MM    MM
2019 10 19 02 48 250  3.6  5.7    MM    MM    MM  MM 1017.9  13.3  13.4    MM   MM   MM    MM
2019 10 19 02 42 230  4.6  6.7    MM    MM    MM  MM 1017.9  13.4  13.4    MM   MM   MM    MM
2019 10 19 02 36 230  4.1  6.7    MM    MM    MM  MM 1018.0  13.5  13.5    MM   MM   MM    MM
2019 10 19 02 30 240  4.1  6.2    MM    MM    MM  MM 1017.9  13.5  13.5    MM   MM   MM    MM
2019 10 19 02 24 250  3.1  6.2    MM    MM    MM  MM 1017.9  13.5  13.5    MM   MM   MM    MM
2019 10 19 02 18 240  4.1  7.7    MM    MM    MM  MM 1017.8  13.5  13.5    MM   MM   MM    MM
2019 10 19 02 12 240  4.1  6.2    MM    MM    MM  MM 1017.8  13.5  13.5    MM   MM   MM    MM
2019 10 19 02 06 230  3.1  5.7    MM    MM    MM  MM 1017.8  13.6  13.5    MM   MM   MM    MM
2019 10 19 02 00 240  3.1  6.2    MM    MM    MM  MM 1017.8  13.7  13.5    MM   MM -0.6    MM
2019 10 19 01 54 250  4.1  7.2    MM    MM    MM  MM 1017.8  13.7  13.5    MM   MM   MM    MM
2019 10 19 01 48 240  3.6  6.7    MM    MM    MM  MM 1017.7  13.8  13.5    MM   MM   MM    MM
2019 10 19 01 42 230  3.6  6.7    MM    MM    MM  MM 1017.8  13.8  13.5    MM   MM   MM    MM
2019 10 19 01 36 240  4.6  7.2    MM    MM    MM  MM 1017.9  13.8  13.5    MM   MM   MM    MM
2019 10 19 01 30 240  3.1  5.1    MM    MM    MM  MM 1017.9  13.9  13.5    MM   MM   MM    MM
2019 10 19 01 24 250  4.6  9.3    MM    MM    MM  MM 1018.0  13.9  13.5    MM   MM   MM    MM
2019 10 19 01 18 240  3.1  5.1    MM    MM    MM  MM 1017.9  13.9  13.5    MM   MM   MM    MM
2019 10 19 01 12 240  2.1  3.6    MM    MM    MM  MM 1018.0  13.9  13.5    MM   MM   MM    MM
2019 10 19 01 06 230  3.6  5.7    MM    MM    MM  MM 1018.0  14.0  13.5    MM   MM   MM    MM
2019 10 19 01 00 230  3.6  6.2    MM    MM    MM  MM 1018.0  14.0  13.5    MM   MM -0.6    MM
2019 10 19 00 54 230  4.1  6.2    MM    MM    MM  MM 1018.0  14.1  13.5    MM   MM   MM    MM
2019 10 19 00 48 240  3.1  6.2    MM    MM    MM  MM 1018.0  14.2  13.5    MM   MM   MM    MM
2019 10 19 00 42 250  3.1  4.6    MM    MM    MM  MM 1018.0  14.3  13.5    MM   MM   MM    MM
2019 10 19 00 36 250  3.1  6.7    MM    MM    MM  MM 1018.0  14.3  13.5    MM   MM   MM    MM
2019 10 19 00 30 240  2.6  6.7    MM    MM    MM  MM 1018.0  14.4  13.5    MM   MM   MM    MM
2019 10 19 00 24 250  3.6  6.2    MM    MM    MM  MM 1017.9  14.4  13.5    MM   MM   MM    MM
2019 10 19 00 18 240  4.1  6.2    MM    MM    MM  MM 1017.9  14.4  13.5    MM   MM   MM    MM
2019 10 19 00 12 250  3.6  7.2    MM    MM    MM  MM 1018.0  14.5  13.5    MM   MM   MM    MM
2019 10 19 00 06 250  4.1  5.7    MM    MM    MM  MM 1018.1  14.5  13.5    MM   MM   MM    MM
2019 10 19 00 00 250  4.1  7.2    MM    MM    MM  MM 1018.1  14.6  13.5    MM   MM -0.6    MM
2019 10 18 23 54 240  3.6  6.2    MM    MM    MM  MM 1018.1  14.6  13.5    MM   MM   MM    MM
2019 10 18 23 48 240  2.6  5.1    MM    MM    MM  MM 1018.3  14.6  13.5    MM   MM   MM    MM
2019 10 18 23 42 260  3.6  8.2    MM    MM    MM  MM 1018.3  14.6  13.5    MM   MM   MM    MM
2019 10 18 23 36 250  2.6  6.2    MM    MM    MM  MM 1018.3  14.6  13.4    MM   MM   MM    MM
2019 10 18 23 30 250  3.6  6.2    MM    MM    MM  MM 1018.3  14.6  13.5    MM   MM   MM    MM
2019 10 18 23 24 240  3.1  7.2    MM    MM    MM  MM 1018.4  14.6  13.6    MM   MM   MM    MM
2019 10 18 23 18 230  4.1  6.2    MM    MM    MM  MM 1018.4  14.6  13.6    MM   MM   MM    MM
2019 10 18 23 12 260  4.1  7.2    MM    MM    MM  MM 1018.4  14.5  13.6    MM   MM   MM    MM
2019 10 18 23 06 250  4.6  7.7    MM    MM    MM  MM 1018.4  14.5  13.6    MM   MM   MM    MM
2019 10 18 23 00 250  4.6  7.2    MM    MM    MM  MM 1018.4  14.5  13.6    MM   MM -0.5    MM
2019 10 18 22 54 240  5.7  7.7    MM    MM    MM  MM 1018.4  14.4  13.6    MM   MM   MM    MM
2019 10 18 22 48 240  4.6  7.2    MM    MM    MM  MM 1018.4  14.4  13.6    MM   MM   MM    MM
2019 10 18 22 42 250  3.6  7.7    MM    MM    MM  MM 1018.4    MM  13.6    MM   MM   MM    MM
2019 10 18 22 36 240  3.1  7.2    MM    MM    MM  MM 1018.4  14.3  13.7    MM   MM   MM    MM
2019 10 18 22 30 240  3.6  5.7    MM    MM    MM  MM 1018.5  14.1  13.7    MM   MM   MM    MM
2019 10 18 22 24 240  3.6  5.7    MM    MM    MM  MM 1018.5  13.9  13.7    MM   MM   MM    MM
2019 10 18 22 18 230  3.6  6.2    MM    MM    MM  MM 1018.5  13.7  13.6    MM   MM   MM    MM
2019 10 18 22 12 240  3.1  5.7    MM    MM    MM  MM 1018.6  13.6  13.6    MM   MM   MM    MM
2019 10 18 22 06 260  2.6  6.2    MM    MM    MM  MM 1018.6  13.7  13.7    MM   MM   MM    MM
2019 10 18 22 00 240  3.1  5.7    MM    MM    MM  MM 1018.6  13.6  13.6    MM   MM -0.9    MM
2019 10 18 21 54 250  3.6  6.2    MM    MM    MM  MM 1018.6  13.5  13.7    MM   MM   MM    MM
2019 10 18 21 48 240  3.6  5.7    MM    MM    MM  MM 1018.6  13.5  13.7    MM   MM   MM    MM
2019 10 18 21 42 250  4.1  6.2    MM    MM    MM  MM 1018.6  13.4  13.7    MM   MM   MM    MM
2019 10 18 21 36 240  4.1  5.7    MM    MM    MM  MM 1018.6  13.4  13.7    MM   MM   MM    MM
2019 10 18 21 30 240  3.1  6.2    MM    MM    MM  MM 1018.6  13.4  13.7    MM   MM   MM    MM
2019 10 18 21 24 240  4.6  7.2    MM    MM    MM  MM 1018.6  13.3  13.7    MM   MM   MM    MM
2019 10 18 21 18 240  4.6  6.7    MM    MM    MM  MM 1018.5  13.5  13.7    MM   MM   MM    MM
2019 10 18 21 12 250  4.6  6.7    MM    MM    MM  MM 1018.6  13.5  13.8    MM   MM   MM    MM
2019 10 18 21 06 240  4.1  6.7    MM    MM    MM  MM 1018.6  13.8  13.8    MM   MM   MM    MM
2019 10 18 21 00 250  3.1  6.2    MM    MM    MM  MM 1018.7    MM    MM    MM   MM -0.7    MM
2019 10 18 20 54 250  4.1  6.7    MM    MM    MM  MM 1018.7  14.1  13.9    MM   MM   MM    MM
2019 10 18 20 48 260  2.6  6.7    MM    MM    MM  MM 1018.8  14.3  13.9    MM   MM   MM    MM
2019 10 18 20 42 250  3.1  6.7    MM    MM    MM  MM 1018.8  14.4  14.1    MM   MM   MM    MM
